11 6
c 0 5 7
c 1 5 3
c 2 6 2
c 3 6 10
c 4 6 5
c 5 7 -16
c 5 8 -25
c 5 9 -15
c 5 10 -10
c 6 7 -16
c 6 8 -25
c 6 9 -15
c 6 10 -10
bu 0 75
bu 1 75
bu 2 75
bu 3 75
bu 4 75
bu 5 75
bu 6 75
bu 7 10
bu 8 25
bu 9 30
bu 10 10
q 0 0 1
q 0 1 6
q 0 2 4
q 0 3 0.5
q 0 4 5
q 0 5 9
q 1 0 4
q 1 1 1
q 1 2 3
q 1 3 2
q 1 4 4
q 1 5 4
q 2 0 4
q 2 1 5.5
q 2 2 3
q 2 3 0.9
q 2 4 7
q 2 5 10
q 3 0 3
q 3 1 3
q 3 2 3
q 3 3 1
q 3 4 3
q 3 5 4
q 4 0 1
q 4 1 2.7
q 4 2 4
q 4 3 1.6
q 4 4 3
q 4 5 7
q 7 0 3
q 7 1 3
q 7 2 3.25
q 7 3 0.75
q 7 4 6
q 7 5 5
q 8 0 4
q 8 1 2.5
q 8 2 3.5
q 8 3 1.5
q 8 4 7
q 8 5 6
q 9 0 1.5
q 9 1 5.5
q 9 2 3.9
q 9 3 0.8
q 9 4 7
q 9 5 6
q 10 0 3
q 10 1 4
q 10 2 4
q 10 3 1.8
q 10 4 8
q 10 5 6
