8 8
c 0 3 49.2
c 0 4 49.2
c 0 6 -180.8
c 1 3 62
c 1 4 62
c 1 5 -128
c 1 7 -88
c 2 3 300
c 2 4 300
c 2 5 110
c 3 5 -190
c 3 6 -230
c 3 7 -150
c 4 5 -190
c 4 6 -230
c 4 7 -150
bu 0 60.98
bu 1 161.29
bu 2 5
bu 3 12.5
bu 4 17.5
bl 5 5
bu 5 300
bl 6 5
bu 6 300
bl 7 5
bu 7 300
q 0 0 0.82
q 0 1 3
q 0 2 99.2
q 0 3 90.5
q 0 4 -0.82
q 0 5 -3
q 0 6 -99.2
q 0 7 -90.5
q 1 0 0.62
q 1 2 87.9
q 1 3 83.5
q 1 4 -0.62
q 1 6 -87.9
q 1 7 -83.5
q 2 0 0.75
q 2 2 114
q 2 3 98.7
q 2 4 -0.75
q 2 6 -114
q 2 7 -98.7
q 5 0 0.79
q 5 1 3
q 5 2 114
q 5 3 98.7
q 5 4 -0.74
q 5 6 -95
q 5 7 -85
q 6 0 0.79
q 6 1 0.9
q 6 2 114
q 6 3 98.7
q 6 4 -0.74
q 6 6 -96
q 6 7 -88
q 7 0 0.79
q 7 1 3
q 7 2 114
q 7 3 98.7
q 7 4 -0.74
q 7 6 -91
q 7 7 -83.5
