45 24
c 0 22 11
c 0 23 11
c 0 26 11
c 0 28 11
c 0 37 -34
c 0 38 -35
c 0 39 -35
c 1 24 37
c 1 27 37
c 1 29 37
c 1 43 -11
c 2 23 13
c 2 25 13
c 2 26 13
c 2 27 13
c 2 28 13
c 2 30 -29
c 2 32 -27
c 2 35 -36
c 2 40 -27
c 2 41 -36
c 3 22 33
c 3 24 33
c 3 27 33
c 3 32 -7
c 3 36 -14
c 3 37 -12
c 3 44 -9
c 4 20 10
c 4 23 10
c 4 24 10
c 4 28 10
c 4 35 -39
c 4 42 -37
c 5 21 29
c 5 24 29
c 5 25 29
c 5 27 29
c 5 28 29
c 5 32 -11
c 6 22 24
c 6 23 24
c 6 24 24
c 6 28 24
c 6 36 -23
c 6 40 -16
c 7 23 27
c 7 24 27
c 7 28 27
c 7 34 -22
c 7 38 -19
c 7 41 -22
c 7 44 -15
c 8 21 47
c 8 22 47
c 8 23 47
c 8 25 47
c 8 27 47
c 8 37 2
c 9 22 44
c 9 25 44
c 9 34 -5
c 9 41 -5
c 10 20 12
c 10 21 12
c 10 24 12
c 10 27 12
c 10 39 -34
c 10 41 -37
c 11 21 29
c 11 22 29
c 11 25 29
c 11 27 29
c 11 28 29
c 11 33 -12
c 11 36 -18
c 11 39 -17
c 11 42 -18
c 12 22 27
c 12 24 27
c 12 27 27
c 12 28 27
c 12 29 27
c 12 36 -20
c 13 21 30
c 13 22 30
c 13 24 30
c 13 27 30
c 13 32 -10
c 13 35 -19
c 13 36 -17
c 14 20 49
c 14 25 49
c 14 40 9
c 15 24 42
c 15 34 -7
c 15 40 2
c 15 41 -7
c 16 24 18
c 16 25 18
c 16 26 18
c 16 28 18
c 16 29 18
c 16 31 -25
c 16 38 -28
c 16 40 -22
c 17 22 11
c 17 24 11
c 17 25 11
c 17 27 11
c 17 28 11
c 17 29 11
c 17 31 -32
c 17 34 -38
c 17 36 -36
c 18 22 36
c 18 27 36
c 18 28 36
c 18 36 -11
c 18 39 -10
c 18 42 -11
c 18 43 -12
c 19 21 15
c 19 22 15
c 19 23 15
c 19 27 15
c 19 28 15
c 19 32 -25
c 19 33 -26
c 19 35 -34
c 19 41 -34
c 20 31 -43
c 20 32 -40
c 20 33 -41
c 20 34 -49
c 20 43 -48
c 21 32 -40
c 21 41 -49
c 22 36 -47
c 22 39 -46
c 22 40 -40
c 23 33 -41
c 23 34 -49
c 23 36 -47
c 23 39 -46
c 23 40 -40
c 24 31 -43
c 24 32 -40
c 24 33 -41
c 24 34 -49
c 24 36 -47
c 24 38 -46
c 24 40 -40
c 25 31 -43
c 25 33 -41
c 25 37 -45
c 25 39 -46
c 25 40 -40
c 25 43 -48
c 25 44 -42
c 26 30 -42
c 26 31 -43
c 26 33 -41
c 26 36 -47
c 26 38 -46
c 26 44 -42
c 27 31 -43
c 27 32 -40
c 27 34 -49
c 27 43 -48
c 27 44 -42
c 28 33 -41
c 28 35 -49
c 29 34 -49
c 29 36 -47
c 29 39 -46
c 29 40 -40
c 29 41 -49
c 29 43 -48
bu 0 255
bu 1 78
bu 2 188
bu 3 162
bu 4 83
bu 5 80
bu 6 88
bu 7 92
bu 8 161
bu 9 224
bu 10 133
bu 11 219
bu 12 245
bu 13 83
bu 14 39
bu 15 151
bu 16 39
bu 17 9
bu 18 297
bu 19 265
bu 20 125
bu 21 136
bu 22 122
bu 23 68
bu 24 184
bu 25 73
bu 26 57
bu 27 152
bu 28 131
bu 29 197
bu 30 243
bu 31 29
bu 32 55
bu 33 91
bu 34 177
bu 35 277
bu 36 214
bu 37 47
bu 38 281
bu 39 183
bu 40 162
bu 41 80
bu 42 132
bu 43 10
bu 44 198
q 0 0 73.04
q 0 1 28.87
q 0 2 61.46
q 0 3 47.13
q 0 4 28.69
q 0 5 51.63
q 0 6 21.8
q 0 7 15.67
q 0 8 79.06
q 0 9 21.29
q 0 10 17.68
q 0 11 26.04
q 0 12 -73.04
q 0 13 -28.87
q 0 14 -61.46
q 0 15 -47.13
q 0 16 -28.69
q 0 17 -51.63
q 0 18 -21.8
q 0 19 -15.67
q 0 20 -79.06
q 0 21 -21.29
q 0 22 -17.68
q 0 23 -26.04
q 1 0 63.05
q 1 1 16.5
q 1 2 10.64
q 1 3 78.75
q 1 4 3.16
q 1 5 30.03
q 1 6 58.63
q 1 7 8.66
q 1 8 62.92
q 1 9 51.17
q 1 10 1.04
q 1 11 0.28
q 1 12 -63.05
q 1 13 -16.5
q 1 14 -10.64
q 1 15 -78.75
q 1 16 -3.16
q 1 17 -30.03
q 1 18 -58.63
q 1 19 -8.66
q 1 20 -62.92
q 1 21 -51.17
q 1 22 -1.04
q 1 23 -0.28
q 2 0 49.77
q 2 1 77.59
q 2 2 50.81
q 2 3 48.66
q 2 4 10
q 2 5 38.19
q 2 6 57.75
q 2 7 31.75
q 2 8 17.11
q 2 9 62.63
q 2 10 44.51
q 2 11 12.58
q 2 12 -49.77
q 2 13 -77.59
q 2 14 -50.81
q 2 15 -48.66
q 2 16 -10
q 2 17 -38.19
q 2 18 -57.75
q 2 19 -31.75
q 2 20 -17.11
q 2 21 -62.63
q 2 22 -44.51
