130 40
c 0 66 44
c 0 73 44
c 0 76 44
c 0 81 44
c 0 84 44
c 0 88 44
c 0 95 1
c 0 116 3
c 1 65 30
c 1 66 30
c 1 69 30
c 1 71 30
c 1 73 30
c 1 74 30
c 1 75 30
c 1 81 30
c 1 84 30
c 1 85 30
c 1 86 30
c 1 88 30
c 1 94 -16
c 1 98 -13
c 1 102 -12
c 1 104 -17
c 1 107 -17
c 1 124 -12
c 1 128 -14
c 2 61 15
c 2 62 15
c 2 69 15
c 2 70 15
c 2 71 15
c 2 79 15
c 2 81 15
c 2 84 15
c 2 94 -31
c 2 100 -28
c 2 109 -35
c 2 116 -26
c 2 121 -34
c 3 60 21
c 3 69 21
c 3 71 21
c 3 75 21
c 3 77 21
c 3 89 21
c 3 90 -27
c 3 94 -25
c 3 95 -22
c 3 98 -22
c 3 99 -19
c 3 105 -26
c 3 106 -28
c 3 108 -20
c 3 109 -29
c 3 110 -23
c 3 115 -25
c 3 117 -21
c 4 61 32
c 4 64 32
c 4 67 32
c 4 74 32
c 4 75 32
c 4 79 32
c 4 86 32
c 4 88 32
c 4 98 -11
c 4 101 -12
c 4 105 -15
c 4 127 -17
c 5 61 33
c 5 64 33
c 5 66 33
c 5 77 33
c 5 80 33
c 5 87 33
c 5 96 -9
c 5 97 -12
c 5 110 -11
c 5 113 -11
c 6 60 11
c 6 63 11
c 6 65 11
c 6 75 11
c 6 77 11
c 6 78 11
c 6 86 11
c 6 118 -31
c 6 123 -30
c 6 129 -38
c 7 60 44
c 7 71 44
c 7 81 44
c 7 82 44
c 7 85 44
c 7 87 44
c 7 102 2
c 7 105 -3
c 7 106 -5
c 7 107 -3
c 7 112 1
c 7 117 2
c 7 121 -5
c 8 66 36
c 8 76 36
c 8 80 36
c 8 81 36
c 8 84 36
c 8 85 36
c 8 89 36
c 8 107 -11
c 8 108 -5
c 8 118 -6
c 8 126 -5
c 9 62 33
c 9 63 33
c 9 65 33
c 9 67 33
c 9 72 33
c 9 74 33
c 9 79 33
c 9 82 33
c 9 83 33
c 9 84 33
c 9 85 33
c 9 87 33
c 9 88 33
c 9 89 33
c 9 91 -13
c 9 101 -11
c 9 102 -9
c 9 109 -17
c 9 114 -17
c 9 117 -9
c 9 118 -9
c 9 121 -16
c 9 124 -9
c 10 66 32
c 10 68 32
c 10 72 32
c 10 73 32
c 10 75 32
c 10 79 32
c 10 85 32
c 10 86 32
c 10 93 -10
c 10 107 -15
c 10 118 -10
c 11 64 44
c 11 81 44
c 11 83 44
c 11 87 44
c 11 92 -1
c 11 95 1
c 11 97 -1
c 11 98 1
c 11 103 -2
c 11 106 -5
c 11 126 3
c 12 64 13
c 12 67 13
c 12 68 13
c 12 70 13
c 12 77 13
c 12 80 13
c 12 85 13
c 12 89 13
c 12 97 -32
c 12 104 -34
c 12 117 -29
c 12 123 -28
c 12 124 -29
c 13 61 10
c 13 63 10
c 13 68 10
c 13 71 10
c 13 73 10
c 13 79 10
c 13 89 10
c 13 93 -32
c 13 95 -33
c 13 96 -32
c 13 105 -37
c 13 114 -40
c 13 119 -36
c 13 123 -31
c 14 65 32
c 14 66 32
c 14 68 32
c 14 73 32
c 14 75 32
c 14 76 32
c 14 82 32
c 14 87 32
c 14 89 32
c 14 93 -10
c 14 98 -11
c 14 110 -12
c 14 118 -10
c 14 127 -17
c 15 61 16
c 15 63 16
c 15 65 16
c 15 74 16
c 15 75 16
c 15 76 16
c 15 77 16
c 15 79 16
c 15 88 16
c 15 95 -27
c 15 97 -29
c 15 128 -28
c 16 63 45
c 16 77 45
c 16 79 45
c 16 83 45
c 16 89 45
c 16 100 2
c 16 111 -5
c 16 116 4
c 16 118 3
c 16 121 -4
c 16 124 3
c 17 73 28
c 17 77 28
c 17 79 28
c 17 81 28
c 17 82 28
c 17 83 28
c 17 89 28
c 17 94 -18
c 17 95 -15
c 17 109 -22
c 17 115 -18
c 17 121 -21
c 18 60 13
c 18 62 13
c 18 65 13
c 18 66 13
c 18 78 13
c 18 80 13
c 18 81 13
c 18 85 13
c 18 89 13
c 18 94 -33
c 18 99 -27
c 18 104 -34
c 18 116 -28
c 18 122 -28
c 18 127 -36
c 19 64 49
c 19 69 49
c 19 70 49
c 19 77 49
c 19 81 49
c 19 82 49
c 19 83 49
c 19 86 49
c 19 89 49
c 19 92 4
c 19 97 4
c 19 102 7
c 19 110 5
c 19 128 5
c 20 60 34
c 20 64 34
c 20 66 34
c 20 67 34
c 20 69 34
c 20 73 34
c 20 74 34
c 20 84 34
c 20 86 34
c 20 105 -13
c 20 111 -16
c 20 119 -12
c 21 65 28
c 21 68 28
c 21 71 28
c 21 77 28
c 21 107 -19
c 21 110 -16
c 21 112 -15
c 21 119 -18
c 21 120 -15
c 21 121 -21
c 22 60 32
c 22 68 32
c 22 69 32
c 22 70 32
c 22 73 32
c 22 76 32
c 22 80 32
c 22 81 32
c 22 83 32
c 22 89 32
c 22 113 -12
c 22 115 -14
c 22 129 -17
c 23 60 47
c 23 61 47
c 23 62 47
c 23 65 47
c 23 73 47
c 23 79 47
c 23 84 47
c 23 85 47
c 23 96 5
c 23 101 3
c 23 110 3
c 23 122 6
c 23 126 6
c 24 61 18
c 24 66 18
c 24 70 18
c 24 71 18
c 24 79 18
c 24 87 18
c 24 88 18
c 24 89 18
c 24 93 -24
c 24 98 -25
c 24 102 -24
c 24 114 -32
c 24 115 -28
c 24 123 -23
c 24 124 -24
c 24 128 -26
c 25 61 10
c 25 64 10
c 25 65 10
c 25 68 10
c 25 72 10
c 25 77 10
c 25 79 10
c 25 83 10
c 25 96 -32
c 25 125 -35
c 26 63 38
c 26 64 38
c 26 66 38
c 26 67 38
c 26 80 38
c 26 81 38
c 26 83 38
c 26 89 38
c 26 93 -4
c 26 95 -5
c 26 109 -12
c 26 117 -4
c 26 123 -3
c 27 66 37
c 27 69 37
c 27 78 37
c 27 82 37
c 27 88 37
c 27 96 -5
c 27 116 -4
c 27 123 -4
c 27 127 -12
c 28 60 37
c 28 62 37
c 28 64 37
c 28 76 37
c 28 80 37
c 28 88 37
c 28 93 -5
c 28 122 -4
c 28 129 -12
c 29 60 31
c 29 65 31
c 29 69 31
c 29 70 31
c 29 71 31
c 29 76 31
c 29 77 31
c 29 78 31
c 29 79 31
c 29 81 31
c 29 84 31
c 29 87 31
c 29 106 -18
c 30 64 19
c 30 65 19
c 30 71 19
c 30 72 19
c 30 75 19
c 30 78 19
c 30 82 19
c 30 89 19
c 30 97 -26
c 30 98 -24
c 30 100 -24
c 30 105 -28
c 30 110 -25
c 30 112 -24
c 30 114 -31
c 30 121 -30
c 31 60 40
c 31 69 40
c 31 70 40
