73 34
c 0 38 45
c 0 69 3
c 0 71 2
c 1 36 24
c 1 38 24
c 1 39 24
c 1 41 24
c 1 47 24
c 1 50 24
c 1 52 -17
c 1 53 -26
c 1 59 -23
c 1 61 -17
c 1 62 -22
c 2 35 17
c 2 40 17
c 2 42 17
c 2 44 17
c 2 63 -32
c 3 37 28
c 3 38 28
c 3 39 28
c 3 42 28
c 3 44 28
c 3 48 28
c 3 49 28
c 3 50 28
c 3 62 -18
c 3 68 -20
c 4 36 37
c 4 38 37
c 4 42 37
c 4 43 37
c 4 44 37
c 4 45 37
c 4 49 37
c 4 51 37
c 4 63 -12
c 4 65 -9
c 4 68 -11
c 5 35 45
c 5 41 45
c 5 43 45
c 5 44 45
c 5 45 45
c 5 48 45
c 5 51 45
c 6 37 41
c 6 38 41
c 6 39 41
c 6 40 41
c 6 44 41
c 6 45 41
c 6 48 41
c 6 53 -9
c 6 62 -5
c 6 67 1
c 6 68 -7
c 7 38 33
c 7 39 33
c 7 40 33
c 7 43 33
c 7 52 -8
c 7 54 -16
c 7 60 -10
c 7 72 -9
c 8 39 46
c 8 41 46
c 8 47 46
c 8 71 3
c 8 72 4
c 9 44 35
c 9 45 35
c 9 50 35
c 9 52 -6
c 9 67 -5
c 9 69 -7
c 9 71 -8
c 10 36 47
c 10 37 47
c 10 42 47
c 10 43 47
c 10 44 47
c 10 48 47
c 10 51 47
c 10 66 -2
c 10 70 -1
c 11 38 25
c 11 39 25
c 11 44 25
c 11 50 25
c 11 51 25
c 11 53 -25
c 11 67 -15
c 12 38 27
c 12 43 27
c 12 50 27
c 12 51 27
c 12 55 -14
c 12 56 -16
c 12 67 -13
c 12 68 -21
c 12 69 -15
c 13 36 23
c 13 39 23
c 13 40 23
c 13 41 23
c 13 43 23
c 13 44 23
c 13 48 23
c 13 51 23
c 13 55 -18
c 13 61 -18
c 13 66 -26
c 14 41 20
c 14 42 20
c 14 43 20
c 14 49 20
c 14 54 -29
c 14 56 -23
c 14 65 -26
c 14 72 -22
c 15 38 23
c 15 39 23
c 15 41 23
c 15 42 23
c 15 45 23
c 15 48 23
c 15 55 -18
c 15 57 -21
c 15 58 -20
c 16 40 12
c 16 41 12
c 16 47 12
c 16 48 12
c 16 51 12
c 16 67 -28
c 16 70 -36
c 16 72 -30
c 17 37 43
c 17 40 43
c 17 43 43
c 17 44 43
c 17 52 2
c 17 54 -6
c 17 59 -4
c 17 69 1
c 18 38 28
c 18 41 28
c 18 50 28
c 19 39 42
c 19 43 42
c 19 46 42
c 19 49 42
c 19 55 1
c 19 59 -5
c 19 66 -7
c 19 67 2
c 20 37 27
c 20 39 27
c 20 40 27
c 20 44 27
c 20 46 27
c 20 53 -23
c 20 55 -14
c 20 66 -22
c 21 35 41
c 21 37 41
c 21 41 41
c 21 50 41
c 21 57 -3
c 21 60 -2
c 21 67 1
c 21 71 -2
c 22 36 21
c 22 40 21
c 22 49 21
c 22 50 21
c 22 60 -22
c 22 63 -28
c 23 35 19
c 23 37 19
c 23 38 19
c 23 40 19
c 23 43 19
c 23 45 19
c 23 58 -24
