13 2
c 0 5 6
c 0 6 6
c 0 7 6
c 1 5 16
c 1 6 16
c 1 7 16
c 2 5 15
c 2 6 15
c 2 7 15
c 3 5 12
c 3 6 12
c 3 7 12
c 4 8 -8
c 4 9 -5
c 4 10 -9
c 4 11 -6
c 4 12 -4
c 5 8 -18
c 5 9 -15
c 5 10 -19
c 5 11 -16
c 5 12 -14
c 6 8 -18
c 6 9 -15
c 6 10 -19
c 6 11 -16
c 6 12 -14
c 7 8 -18
c 7 9 -15
c 7 10 -19
c 7 11 -16
c 7 12 -14
bu 0 600
bu 1 600
bu 2 50
bu 3 600
bu 4 600
bu 5 600
bu 6 600
bu 7 600
bu 8 100
bu 9 200
bu 10 100
bu 11 100
bu 12 100
q 0 0 3
q 0 1 1
q 1 0 1
q 1 1 3
q 2 0 1
q 2 1 2.5
q 3 0 1.5
q 3 1 2.5
q 4 0 2
q 4 1 2.5
q 8 0 2.5
q 8 1 2
q 9 0 1.5
q 9 1 2.5
q 10 0 2
q 10 1 2.6
q 11 0 2
q 11 1 2
q 12 0 2
q 12 1 2
