31 1
c 0 11 10
c 0 13 10
c 1 11 11
c 1 12 11
c 1 13 11
c 2 11 12
c 2 12 12
c 2 13 12
c 3 11 13
c 3 12 13
c 3 13 13
c 3 14 13
c 4 12 14
c 4 13 14
c 4 14 14
c 5 13 15
c 5 14 15
c 6 12 16
c 6 13 16
c 6 14 16
c 7 11 17
c 7 12 17
c 7 13 17
c 7 14 17
c 8 11 18
c 8 12 18
c 8 14 18
c 9 11 19
c 9 12 19
c 9 14 19
c 10 11 20
c 10 14 20
c 11 15 -20
c 11 16 -19.5
c 11 17 -19
c 11 18 -18.5
c 11 19 -18
c 11 20 -17.5
c 11 21 -17
c 11 22 -16.5
c 11 23 -16
c 11 24 -15.5
c 11 25 -15
c 11 26 -14.5
c 11 27 -14
c 11 28 -13.5
c 11 29 -13
c 11 30 -12.5
c 12 15 -20
c 12 16 -19.5
c 12 17 -19
c 12 18 -18.5
c 12 19 -18
c 12 20 -17.5
c 12 21 -17
c 12 22 -16.5
c 12 23 -16
c 12 24 -15.5
c 12 25 -15
c 12 26 -14.5
c 12 27 -14
c 12 28 -13.5
c 12 29 -13
c 12 30 -12.5
c 13 15 -20
c 13 16 -19.5
c 13 17 -19
c 13 18 -18.5
c 13 19 -18
c 13 20 -17.5
c 13 21 -17
c 13 22 -16.5
c 13 23 -16
c 13 24 -15.5
c 13 25 -15
c 13 26 -14.5
c 13 27 -14
c 13 28 -13.5
c 13 29 -13
c 13 30 -12.5
c 14 15 -20
c 14 16 -19.5
c 14 17 -19
c 14 18 -18.5
c 14 19 -18
c 14 20 -17.5
c 14 21 -17
c 14 22 -16.5
c 14 23 -16
c 14 24 -15.5
c 14 25 -15
c 14 26 -14.5
c 14 27 -14
c 14 28 -13.5
c 14 29 -13
c 14 30 -12.5
bu 0 16
bu 1 16
bu 2 16
bu 3 16
bu 4 16
bu 5 16
bu 6 16
bu 7 16
bu 8 16
bu 9 16
bu 10 16
bu 11 16
bu 12 16
bu 13 16
bu 14 16
bu 15 1
bu 16 1
bu 17 1
bu 18 1
bu 19 1
bu 20 1
bu 21 1
bu 22 1
bu 23 1
bu 24 1
bu 25 1
bu 26 1
bu 27 1
bu 28 1
bu 29 1
bu 30 1
q 0 0 2
q 1 0 1.9
q 2 0 1.8
q 3 0 1.7
q 4 0 1.6
q 5 0 1.5
q 6 0 1.4
q 7 0 1.3
q 8 0 1.2
q 9 0 1.1
q 10 0 1
q 15 0 1.05
q 16 0 1.1
q 17 0 1.15
q 18 0 1.2
q 19 0 1.25
q 20 0 1.3
q 21 0 1.35
q 22 0 1.4
q 23 0 1.45
q 24 0 1.5
q 25 0 1.55
q 26 0 1.6
q 27 0 1.65
q 28 0 1.7
q 29 0 1.75
q 30 0 1.8
